title,titleEtc,prodYear,directorNm,actorNm,nation,company,plot,runtime,rating,genre,kmdbUrl,type,use,repRlsDate,releaseDates,isReRelease,posters,stlls,vodUrl,ratingNo,ratingGrade,modDate,regDate
 극장판 다이노맨: 공룡산의 비밀,"극장판다이노맨:공룡산의비밀^극장판 다이노맨: 공룡산의 비밀^극장판다이노맨공룡산의비밀, 극장판 다이노맨 공룡산의 비밀, 극장판 다이노맨 : 공룡산의 비밀, 다이노맨 극장판:공룡산의 비밀, 다이노맨극장판:공룡산의비밀, 다이노맨 극장판 공룡산의 비밀, 다이노맨극장판공룡산의비밀, 다이노맨 극장판: 공룡산의 비밀^Dinoman the Movie: The Birth ...",2025,김호락,조현정,대한민국,"㈜스튜디오버튼,㈜플레이그램","6,500만년 전 운석 충돌로 위기에 빠진 '다이노시티'그 곳을 탈출한 트루 박사를 통해 꼬마 공룡 히어로 '다이노맨 구조대'가 탄생한다.그러던 어느 날, 지구의 멸종 위기 동물을 노리는 우주악당 '무술 로봇단'이 나타나 '다이노맨 구조대'를 위협하는데!과연 '다이노맨 구조대'는 위험에 빠진 동물 친구들을 무사히 구할 수 있을까?",59,전체관람가,어드벤처,https://www.kmdb.or.kr/db/kor/detail/movie/K/39573,애니메이션,극장용,20250725,20250725,False,http://file.koreafilm.or.kr/thm/02/99/19/04/tn_DPK024201.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/84/tn_DST905957.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063283_P02.mp4,2025-MF01655,전체관람가,20250725,20250626
 위키드: 포 굿,"위키드:포굿^위키드: 포 굿^위키드포굿, 위키드 포 굿, 위키드: 포굿, 위키드 : 포 굿^Wicked: For Good",2025,존 추,"신시아 에리보, 아리아나 그란데, 조나단 배일리, 제프 골드브럼, 양자경, 에단 슬레이터, 보웬 양",미국,유니버설 픽쳐스,"“너로 인해 완전히 달라졌어, 내가”전혀 다르지만 서로에게 가장 소중한 친구가 된 ‘엘파바’(신시아 에리보)와 ‘글린다’(아리아나 그란데).쉬즈에서의 마법같았던 둘의 우정은 오즈의 마법사와 그를 둘러싼 비밀들을 알게 되면서 다른 길을 선택할 수밖에 없게 내몰린다.사람들의 시선을 더 이상 두려워하지 않게 된 사악한 마녀 ‘엘파바’와 사람들의 사랑을 받으면서도 모든 걸 잃을까 두려운 착한 마녀 ‘글린다’.서로 대척점에 서게 된 두 사람은 거대한 여정의 끝에서 운명을 영원히 바꿀 선택을 마주하게 된다.",137,전체관람가,"뮤지컬,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64515,극영화,극장용,20251119,20251119||20251119,True,http://file.koreafilm.or.kr/thm/02/99/19/18/tn_DPF032079.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/67/tn_DST924109.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063860_P02.mp4,2025-MF02709||2025-MF02708,전체관람가||전체관람가,20251024,20250820
 더 테러 라이브 : 라스트 쇼,"더테러라이브:라스트쇼^더 테러 라이브 : 라스트 쇼^더테러라이브라스트쇼, 더 테러 라이브 라스트 쇼, 더 테러 라이브: 라스트 쇼^Showtime 7",2025,와타나베 카즈타카,"아베 히로시, 류세이 료, 누쿠미 메루, 마에하라 미즈키, 히라하라 테츠",일본,Showtime 7 Film Partners,인기 뉴스 프로에서 하차한 앵커가 폭탄 테러범이 자신을 협상자로 지목하자 독점 생방송으로 과거의 영광을 되찾으려 하면서 벌어지는 이야기를 그린 극영화,99,12세이상관람가,스릴러,https://www.kmdb.or.kr/db/kor/detail/movie/F/63354,극영화,극장용,20250416,20250416,False,http://file.koreafilm.or.kr/thm/02/99/18/94/tn_DPF031023.jpg,,,2025-MF00665,12세이상관람가,20250401,20250320
 2035: 더 그린라이트,"2035:더그린라이트^2035: 더 그린라이트^더 그린 라이트, 2035 그린 라이트, 2035-더그린라이트, 이공삼오, 2035, 2035더그린라이트, 2035 더 그린라이트, 2035: 더그린라이트, 2035 더그린라이트, 2035 : 더 그린라이트^2035: The GreenLight (2035: The greenlight)",2025,박재인,"오태경, 유일한, 기주봉, 정인기, 장문규, 강혁일, 박노식",대한민국,어퍼컷픽쳐스,"’이것’을 취재한 모두가 사라졌다10년 전, 북한에서 발생한 정체불명의 대형 산불.그 여파로 수천 명의 북한 주민들이 군사분계선을 넘어오며 ‘극적 통일’이 이루어졌다.그 산불의 원인은 밝혀지지 않았고, 현장 주변에서 수상한 초록빛이 목격된다.이 모든 진실을 밝히기 위해 현장을 추적하던 미국 NXN 방송국 취재팀은 취재 도중 행방불명 된다.지금 우리가 가진 건 그들이 남긴 단 하나의 영상뿐!",98,15세이상관람가,"미스터리,스릴러,코메디,공포,판타지,반공/분단",https://www.kmdb.or.kr/db/kor/detail/movie/K/39331,극영화,극장용,20250604,20250604,False,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPK024079.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/65/03/tn_DST810465.jpg,,2025-MF01169,15세이상관람가,20250605,20250515
 워킹맨,워킹맨^워킹 맨^A Working Man,2025,데이비드 에이어,"제이슨 스타뎀, 제이슨 플레밍, 마이클 페나, 데이빗 하버, 마라브 니니드즈","영국,미국","Black Bear,Cedar Park Entertainment,Punch Palace P","영국 왕립 해병대의 전설적인 특수요원 ‘레본’은 전역 후 건설 현장 반장으로 평범한 일상을 보낸다.그러던 어느 날, 상사의 딸 ‘제니’가 부패 경찰, 정부 고위직, 러시아 마피아까지 연루된 거대 인신매매 조직으로부터 납치를 당한다.가족과 다름없는 상사의 부탁을 외면할 수 없었던 ‘레본’은 숨겨 온 본모습을 드러내며 피의 응징을 준비하는데…제이슨 스타뎀, 손에 잡히는 모든 게 무기가 되는 화끈한 리얼 액션으로 돌아왔다!",116,청소년관람불가,"액션,범죄,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64646,극영화,극장용,20251001,20251001,False,http://file.koreafilm.or.kr/thm/02/99/19/13/tn_DPF031849.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/91/tn_DST916563.jpg,,2025-MF02387,청소년관람불가,20250911,20250904
 제이홉 투어 '홉 온 더 스테이지' 더 무비,"제이홉투어'홉온더스테이지'더무비^제이홉 투어 '홉 온 더 스테이지' 더 무비^제이홉 투어 홉 온 더 스테이지 더 무비, 제이홉투어홉온더스테이지더무비, 제이홉 투어 '홉온더스테이지' 더 무비^J-Hope Tour 'Hope on the Stage' the Movie (Jeihom tueo 'hom on deo seuteiji' deo mubi)",2025,박준수,"제이홉, 진, 정국",대한민국,㈜하이브,"“잊지 않을게요, 이곳이 제 Safety Zone이니까요”전 세계 16개 도시, 33회의 공연, 52만 4천 명의 아미들과 함께한 제이홉의 첫 번째 솔로 월드투어 ‘HOPE ON THE STAGE’, 그 피날레를 장식한 이틀 간의 고양 앙코르 콘서트를 극장에서 다시 만난다!첫 솔로 앨범 ‘Jack In The Box’와 스페셜 앨범 ‘HOPE ON THE STREET VOL.1’ 무대는 물론 최초 공개된 Killin’ It Girl’까지.화려한 퍼포먼스와 라이브, 여기에 오직 극장에서만 만날 수 있는 미공개 비하인드와 특별 게스트 진, 정국, 크러쉬가 함께한 스페셜 스테이지가 그날의 열기를 고스란히 전한다!아티스트 제이홉의 ‘Safety Zone’이 되어준 아미들과의 빛나는 순간!제이홉 첫 솔로 월드투어 파이널 스테이지 j-hope Tour 'HOPE ON THE STAGE' THE MOVIE ",89,전체관람가,"뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/A/13661,(실황)공연물,극장용,20251112,20251112,False,http://file.koreafilm.or.kr/thm/02/99/19/16/tn_DPA002310.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/64/tn_DST923815.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063907_P02.mp4,2025-MF02623,전체관람가,20251016,20251002
 투모로우 아마겟돈,투모로우아마겟돈^투모로우 아마겟돈^투모로우아마겟돈^Arctic Armageddon,2023,제임스 마호니,"패트릭 라비오티스, 조 핀페라, 린지 마리 윌슨, 세드릭 테럴, 조니 키스",미국,The Asylum,"대서양 한가운데에서 지진이 발생한 후, 지구의 온도가 빠른 속도로 떨어진다. 전 세계가 얼어붙기 시작하고 도시가 폐허가 된다. 빙하기가 오기 전, 지구의 온도를 올릴 방법을 찾아야만 한다!",86,15세이상관람가,"드라마,어드벤처,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/63585,극영화,극장용,20250514,20250514,False,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPF031260.jpg,,,2025-MF00922,15세이상관람가,20250530,20250416
 극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,"극장판프로젝트세카이부서진세카이와전해지지않는미쿠의노래^극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래^劇場版プロジェクトセカイ 壊れたセカイと歌えないミク^극장판 프로젝트세카이 부서진 세카이와 전해지지 않는 미쿠의 노래, 극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의노래, 극장판 프로젝트 세카이 부서진세카이와 전해지지 않는 미쿠의 ...",2024,하타 히로유키,"후지타 사키, 노구치 루리코, 오구라 유이, 아키나, 히로세 다이스케, 쿠스노키 토모리",일본,P.A.Works,"「너에 대해서, 알려 줘. 그러면 노래를 알 수 있을지도 몰라」음반 가게에서 처음 듣는 미쿠의 노래를 듣게 된 호시노 이치카.그녀는 모니터에서 처음 보는 모습의  하츠네 미쿠 를 보고 「미쿠?!」라고 소리를 낸다.그 목소리에 놀란 미쿠는 이치카와 눈이 마주쳤지만 금방 사라지고 말았다.며칠 뒤, 거리 공연을 마친 이치카의 스마트폰에 저번에 봤던 미쿠의 모습이 나타난다.쓸쓸한 듯 고개를 떨구고 있는 미쿠에게 이치카가 조심스레 물어보니, 노래를 전하고 싶은 사람들이 있는데 아무리 노래해도 그 노래가 전해지지 않는다고 말한다.미쿠는 공연으로 많은 사람들의 마음에 노래를 전하는 이치카의 모습을 보고 이치카에 대해서 알면 자신도 이치카처럼 할 수 있을 거라고 생각해서 이치카를 찾아온 것이었다.미쿠의 부탁에 이치카는 「나라도 괜찮다면」이라고 미소 지으며 대답하고, 하츠네 미쿠와 소년소녀들의 새로운 이야기가 시작된다.",105,전체관람가,"판타지,뮤직",https://www.kmdb.or.kr/db/kor/detail/movie/F/63432,애니메이션,극장용,20250529,20250529,False,http://file.koreafilm.or.kr/thm/02/99/18/95/tn_DPF031100.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/63/tn_DST904065.jpg,,2025-MF00709,전체관람가,20250530,20250327
 식스데이즈,"식스데이즈^6 Days, 6데이즈, 6 데이즈, 식스 데이즈, 식스데이즈 스크린엑스, 식스데이즈스크린엑스, 6DAYS SCREENX^6Days (Sikseudeijeu)",2025,"종유석, 황재석","성진, 영케이, 원필, 도운",대한민국,"(주)MBC,데종필름","언제나 변치 않는, 그러나 매일이 새로울 밴드 DAY6네 청년의 잊지 못할 여름, 한 페이지를 만나다.올해로 데뷔 10주년을 맞은 밴드 DAY6성공적인 월드투어를 마친 그들이 무작정 미국으로 떠난다. 이번에도, 놀다옵시다! 정해진 방향도, 목적지도 없이 그저 음악과 낭만을 따라 달린 6일 간의 로드트립그 순탄치만은 않은 여정 속에서 낯선 풍경, 뜻밖의 인연, 예상치 못한 사건들을 마주하게 되고, 행운같은 한 페이지가 펼쳐진다.비로소 청춘의 순간을 오롯이 누리는 DAY6의 '6DAYS'.아름다운 풍경을 배경으로 기록된 시네마틱 여정, 그 끝에는 언제나 음악이 있었다.",81,전체관람가,"드라마,뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/A/13443,다큐멘터리,극장용,20250813,20250813||20250813,True,http://file.koreafilm.or.kr/thm/02/99/19/04/tn_DPA002240.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/27/tn_DST910809.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063406_P02.mp4,2025-MF01920||2025-MF01921,전체관람가||전체관람가,20250818,20250623
 전장의 유산,전장의유산^전장의 유산^전장의유산^(Jeonjangui yusan),2024,김채영,"김병준, 이제봉",대한민국,컬츠인큐티에프,"한국전쟁의 인류애 박애 정신과 휴머니즘을 새로운 각도로 조명하고, 유엔 참전 용사와 미군들의 헌신과 희생을 바탕으로 한국인들의 초인적인 전쟁 극복 과정을 감동과 격정으로 담았고, 한미 양국의 지도자와 군인들의 노력으로 위대한 전장의 유산을 스토리텔링 기법으로 그려 낸 한국전쟁 다큐 영화",109,12세이상관람가,전쟁,https://www.kmdb.or.kr/db/kor/detail/movie/A/13366,다큐멘터리,극장용,20250521,20250521,False,,,,2025-MF01065,12세이상관람가,20250530,20250430
 2021 방탄소년단 머스터 소우주 리마스터링,"2021방탄소년단머스터소우주리마스터링^2021 방탄소년단 머스터 소우주 리마스터링^2021 방탄소년단 머스터 소우주리마스터링, 2021 방탄소년단 머스터소우주 리마스터링, 2021 방탄소년단머스터 소우주 리마스터링, 2021방탄소년단 머스터 소우주 리마스터링^2021 BTS Muster Sowoozoo Remastered (2021 bangtansonyeo...",2025,조형석,"RM, 진, 슈가, 제이홉, 지민, 뷔, 정국",대한민국,HYBE Media Studio,거리와 시간 너머 하나로 연결된 방탄소년단과 아미의 특별한 ‘FESTA(페스타)’ 2021 BTS MUSTER SOWOOZOO 페스티벌이 떠오르는 대형 야외무대에서 선보인 특별한 퍼포먼스다 함께 데뷔 8주년을 기념한 그날의 열기와 감동이 스크린 위에서 피어난다,94,전체관람가,"뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/A/13584,(실황)공연물,극장용,20251000,20251000,False,http://file.koreafilm.or.kr/thm/02/99/19/13/tn_DPA002288.jpg,,,2025-MF02291,전체관람가,20250904,20250903
 개비의 매직하우스 극장판,"개비의매직하우스극장판^개비의 매직하우스 극장판^개비의매직하우스 극장판, 개비의 매직하우스극장판, 개비의 매직 하우스 극장판^Gabby's Dollhouse: The Movie",2025,"라이언 크레고, 커크 드 미코, 페어린 펄","레일라 록하트 크레이너, 글로리아 에스테판, 크리스턴 위그, 에두아르도 프랑코, 도노반 패튼, 이나경, 손정아, 김도은, 남라엘, 김세아","캐나다,미국",유니버설 픽쳐스,"꼬마냥들~ 이제 작아질 시간이야!왼쪽 꼬집고, 오른쪽 꼬집어, 판다냥을 꼭 잡고 놓지 마!마법의 힘을 지닌 긍정소녀 ‘개비’는 매직하우스에 살고 있는 소중한 냥이 친구들과 함께 신나는 여행 중이었어요.그러던 중, 수상한 고양이 수집가 ‘베라’에게 매직하우스와 개비냥들을 빼앗기고 말았어요.그래서 모두를 구하기 위해 ‘베라’의 거대한 집으로 찾아가 새로운 모험을 시작하게 되는데요!과연 ‘개비’는 ‘베라’에게서 친구들을 구할 수 있을까요?올 추석, 가족들과 가장 신나는 냥드벤처를 극장에서 만나보세요!",98,전체관람가,"코메디,어드벤처,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64506,극영화,극장용,20251003,20251003,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPF031785.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/76/tn_DST915029.jpg,,2025-MF02116,전체관람가,20251013,20250820
 마이다스 맨: 전설의 시작,"마이다스맨:전설의시작^마이다스 맨: 전설의 시작^마이다스맨전설의시작, 마이다스 맨 전설의 시작, 마이다스 맨 : 전설의 시작^Midas Man",2024,조 스티븐슨,"제이콥 포춘 로이드, 에밀리 왓슨, 에드워드 스펠리어스, 에디 이자드, 조나 리즈",영국,스튜디오 파우,"리버풀 서부에서 가장 큰 레코드점을 운영하던 브라이언은 레코드를 얻기 위해 간 바에서 4명의 소년을 만난다.음악에 단숨에 압도된 브라이언은 그들의 매니저가 되기로 하고 거칠었던 소년에서 전 세계를 열광케 한 ‘비틀즈’로 선보인다.성공한 매니지먼트 대표가 된 브라이언 엡스타인.하지만, 어느 날 누군가에게 습격을 당하고 아무에게도 말할 수 없던 비밀이 수면 위로 떠오르는데…비틀즈 제5의 멤버!전설의 탄생 뒷면의 새 막이 펼쳐진다!",112,15세이상관람가,"드라마,뮤직",https://www.kmdb.or.kr/db/kor/detail/movie/F/64504,극영화,극장용,20250924,20250924,False,http://file.koreafilm.or.kr/thm/02/99/19/14/tn_DPF031892.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/39/tn_DST921389.jpg,,2025-MF02122,15세이상관람가,20250923,20250820
